Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
26,16635969,"Omkar Kadam","2026-09-03 15:02:38",2826.1,2,"itzzomkar,khanayanayub,princypaonam"
27,16768603,Kinance,"2026-09-03 00:53:56",2823.9,2,kinance
28,16757809,dasfds,"2026-09-03 17:11:04",2823.1,2,dasfds
29,16681405,"Yusuke Hayashi","2026-09-03 06:27:30",2822.6,2,yhay81
30,16684402,vn1111,"2026-09-03 13:49:48",2821.8,2,vn1111
31,16749520,"Andrey Tikhomirov","2026-09-02 18:24:48",2821.7,2,andreytikhomirov
32,16807802,嘴爷,"2026-09-03 12:43:25",2819.0,2,zui0711
33,16662883,OceanMix,"2026-09-03 03:37:27",2803.8,2,"cggonzalezsc,fierus,liesvyvalladares"
34,16654266,古德拜吃,"2026-09-03 11:26:52",2797.9,2,nosaewang
35,16727103,sword3522,"2026-09-03 02:37:30",2794.6,2,"qinyanqiu,sword3522"
36,16623608,"Dmitry Larko","2026-09-02 19:13:28",2792.6,2,dmitrylarko
37,16685763,"koren sabag","2026-09-03 04:49:26",2792.0,2,korensabag
38,16735252,LagrangianLocomotive,"2026-09-03 19:42:12",2791.6,2,lagrangianlocomotive
39,16641524,AkiraIshikawa,"2026-09-03 15:29:14",2788.5,2,akiraishikawa
40,16624484,"Tomoki Hirose","2026-09-02 15:58:38",2786.4,2,tomokihirose
41,16790585,wzyxp_123,"2026-09-03 11:19:04",2786.0,2,cloudssdut
42,16670041,tc-al,"2026-09-03 08:24:55",2781.9,2,bobmyersthesecond
43,16665233,"Akash Deep","2026-09-03 18:22:52",2780.5,2,akashdeepo
44,16801457,"Who Stole My Vegetables?","2026-09-03 12:46:44",2778.6,2,subaru486
45,16663867,"Stephen Schott","2026-09-03 17:30:38",2778.5,2,steve421471
46,16701685,shawloong,"2026-09-03 13:58:40",2776.9,2,shawloong
47,16778340,NayuNayu,"2026-09-03 08:24:46",2774.5,2,nayunayu1005
48,16730881,hank0123,"2026-09-03 16:36:36",2772.6,2,hank0123
49,16665809,"Saravanan Jaichandaran","2026-09-03 07:21:34",2771.2,2,saranchandar
50,16660840,"An Garcia","2026-09-03 12:47:20",2770.2,2,angarcia
51,16670384,"Gordeev Max","2026-09-03 10:44:58",2768.5,2,gordeevmax
52,16656776,ShaoCharles,"2026-09-03 02:50:36",2768.1,2,shaocharles
53,16730761,ElephtAI,"2026-09-02 21:57:31",2766.6,2,yuchengj
54,16804549,Feidudu,"2026-09-03 16:32:17",2766.5,2,zenanshao
55,16784217,MMN0222,"2026-09-03 08:48:54",2766.2,2,mmn0222
56,16768043,"Cropy and Paste","2026-09-03 08:34:15",2765.6,2,tfriedel
57,16655098,"Brotron Carbide","2026-09-03 13:25:50",2765.2,2,brotroncarbide
58,16709967,Matsu,"2026-09-03 13:55:06",2762.0,2,matsuzawahayato
59,16820794,"Yuxuan Ba","2026-09-03 14:12:34",2758.4,2,yuxuanba
60,16786517,"TongYi Hong_HENU","2026-09-03 15:44:49",2757.4,2,"hongtongyi,lizhe125,ypeng1234"
61,16820116,cotora2121,"2026-09-03 13:20:39",2755.9,1,cotora2121
62,16730357,"My second life","2026-09-03 18:04:14",2755.4,2,"jjinho,ttyn4519"
63,16674385,"qr farm","2026-09-03 11:11:03",2754.9,2,qrz1201
64,16671767,Kaileh57,"2026-09-03 02:59:21",2754.0,2,kaileh57
65,16655383,MtN,"2026-09-03 15:22:40",2751.0,2,mariotrsn
66,16802410,"Aleksandr  Larko","2026-09-03 14:27:36",2750.7,2,alexxanderlarko
67,16635062,DL,"2026-09-03 16:13:24",2748.1,2,distiller
68,16664640,"Tiannan Zhang","2026-09-03 19:49:38",2745.5,2,underestimated
69,16637597,venks,"2026-09-02 21:33:23",2744.5,2,vterli
70,16695685,"kwon yong deuk","2026-09-03 13:48:18",2742.7,2,kwonyongdeuk
71,16658149,X,"2026-09-03 14:03:51",2742.6,2,lohithhb
72,16768236,Baligh,"2026-09-01 11:15:18",2742.4,2,balighmehrez
73,16633340,"Tim Zagrebelny","2026-09-03 12:58:04",2739.1,2,timzagrebelny
74,16793553,hoon0303,"2026-09-03 15:34:54",2739.0,2,hoon0303
75,16811433,"Bx LLLLLLLL","2026-09-03 11:13:01",2738.8,2,bxllllllll
76,16782520,Durian,"2026-09-03 14:06:20",2737.2,2,rainyjin
77,16719123,"Thomas Tschinkel","2026-09-03 16:38:00",2737.0,2,thomastschinkel
78,16655478,Bruce,"2026-09-03 14:15:22",2736.1,2,bruceqdu
79,16636536,tetsu2131,"2026-09-03 17:16:43",2728.7,2,tetsutani
80,16683936,Cyrus,"2026-09-03 12:47:59",2726.4,2,jamalsaeedi
81,16668406,"VAP RF5","2026-09-03 15:31:55",2725.7,2,vaprf5
82,16695229,X1a0Ch3n,"2026-09-03 13:57:36",2724.9,2,xiaochen20236673
83,16713262,"Seyit kaan Gunes","2026-09-03 08:08:58",2724.4,2,seyitkaangunes
84,16716821,めめっち,"2026-09-03 15:50:08",2723.4,2,mechi22
85,16637987,Xander,"2026-09-03 08:53:01",2717.8,2,canqiang
86,16659920,vkhydras,"2026-09-03 18:17:29",2715.7,2,vickimar
87,16763669,cm391,"2026-09-03 14:46:10",2712.8,2,mccocoful
88,16779254,MaxZhuCHN,"2026-09-03 08:08:17",2711.0,2,maxzhuchn
89,16692956,VanKoha,"2026-09-03 06:31:52",2708.3,2,kohasama
90,16742139,ALLAI,"2026-09-03 02:10:02",2708.2,2,glorysing
91,16705139,gogogo,"2026-09-03 09:56:08",2707.1,2,huzech
92,16806000,wyz0210,"2026-09-03 16:09:31",2699.9,2,weiyouzhen
93,16669148,"Syed Muhammad Gillani","2026-09-03 14:25:18",2698.8,2,syedmuhammadgillani
94,16660483,TIM,"2026-09-03 13:10:13",2698.7,2,daynoryamil
95,16741542,Jiro2,"2026-09-03 17:23:45",2697.8,2,amonkizawa
96,16707144,Kirderf,"2026-09-03 12:34:01",2695.4,2,kirderf
97,16665829,Shadowfishes,"2026-09-03 14:22:01",2693.2,2,"boandme,ronitagarwal1,shauryasahdev2"
98,16730735,YUK,"2026-09-03 17:20:49",2692.4,2,yu0307
99,16732292,takaygiiiiiiii,"2026-09-03 08:46:29",2692.1,2,takaygiiiiiiii
100,16792542,RB25det,"2026-09-03 15:28:44",2691.6,2,rb25det
101,16762957,邪悪な暁山瑞希、ジャガイモを量産してフライドポテト市場を独占,"2026-09-02 16:00:32",2691.2,2,yinzimike
102,16681744,team_fn,"2026-09-03 06:54:24",2688.4,2,fjklmn
103,16743639,Hanserong,"2026-09-03 13:06:48",2687.7,2,"ronghedragon,rufus666"
104,16711752,"Atakan Aldemir","2026-09-03 09:24:35",2686.3,2,atakanaldemir
105,16761293,cha7ura,"2026-09-03 19:15:09",2683.6,2,cha7ura
106,16677149,"Umataro Tenma","2026-09-03 06:52:15",2682.8,2,umatarotenma
107,16720316,"Hưng Trần","2026-09-03 11:26:17",2679.6,2,hungtrabiz
108,16656496,"Vaibhav Gupta","2026-09-03 11:26:35",2678.3,2,vaihero
109,16630251,"Handry Novianto","2026-09-03 14:18:59",2676.1,2,handrynovianto
110,16764546,Thirst,"2026-09-03 17:19:54",2675.6,2,wahidakram
111,16729102,"Bruce Zheng","2026-09-03 15:58:33",2672.8,2,brucezheng666
112,16681601,Hanaro,"2026-09-03 08:46:56",2670.7,2,lucas040
113,16657229,"Adam Li","2026-09-03 11:01:57",2668.2,2,lizhiiii
114,16710140,Lynxx,"2026-09-03 14:28:29",2667.7,2,lynnsakurai
115,16644808,"Rotation Theory","2026-09-03 04:03:36",2665.8,2,mikhsank
116,16682494,Phi,"2026-09-03 13:31:45",2664.7,2,ajinomoto132
117,16750268,"Harris Bashir","2026-09-03 16:57:02",2662.1,2,harrisbashir
118,16641138,"Bharath Varma","2026-09-03 07:41:35",2661.6,2,bharath111l
119,16641710,yjshyfy,"2026-09-03 13:31:24",2660.5,2,yjshyfy
120,16743392,tellurium_rrr,"2026-09-03 15:20:57",2660.3,2,telluriumrrr
121,16756591,"Hamed Vakili","2026-09-03 09:41:14",2657.6,2,"hamedvakilit0,maryam7713"
122,16625060,"Subin An","2026-09-02 22:51:32",2657.3,2,subinium
123,16674949,"Lev Neganov","2026-09-03 04:55:48",2657.0,2,levoel
124,16637546,Forrest,"2026-09-03 10:34:34",2654.8,2,yinxiaogang
125,16644724,"Kaggriculture Agent","2026-09-03 12:17:01",2654.1,2,"jiweiliu,tonylica,yiheng"
126,16734551,"junseok lee","2026-09-03 00:36:56",2652.8,2,jaslee2
127,16781166,Ant,"2026-09-03 02:47:35",2651.2,2,anthonytrevino
128,16744979,"Ahmed Alhassan","2026-09-02 14:14:55",2650.2,2,ahmed55
129,16685556,binghua,"2026-09-03 12:11:52",2648.9,2,binghua123
130,16678462,"Eric Han Wang","2026-09-03 06:11:14",2646.7,2,ericwang03
131,16794090,Euphor_M,"2026-09-03 12:37:05",2645.4,2,euphor
132,16793600,mogura2.0,"2026-09-03 14:52:18",2643.6,2,mogura20
133,16693534,HireMe,"2026-09-03 04:15:06",2642.9,2,junta1104
134,16804863,JezzLynn,"2026-09-03 16:50:03",2642.7,2,jezzlin
135,16637973,StephenNedumpally,"2026-09-03 14:05:33",2641.9,2,stephennedumpally
136,16791248,"Ioannis Tzachristas","2026-09-03 09:29:54",2641.4,2,"ioannistzachristas,lilishyxf"
137,16778388,"straw hats","2026-09-03 18:16:21",2640.7,2,rushikeshgaonkar
138,16746025,Hamachi,"2026-09-03 11:55:58",2640.2,2,hamatz
139,16712258,Yizhou,"2026-09-03 01:40:21",2639.1,2,yaphellee
140,16677217,Panos,"2026-09-03 16:25:21",2638.7,2,panosc
141,16782564,"Chris Tu","2026-09-03 13:26:41",2637.4,2,christu831004
142,16731803,JYShane,"2026-09-03 07:00:05",2637.3,2,jyshane
143,16624893,"GURU Prasaatha S","2026-09-03 18:38:26",2637.1,2,guruprasaathas111
144,16779388,"Mohammad Alnajdawi","2026-09-03 15:43:25",2635.1,2,mohammadalnajdawi
145,16780279,"N Divij","2026-09-02 17:41:10",2634.5,2,divijio
146,16672128,Cliffton,"2026-09-03 03:49:29",2625.8,2,rieltzx
147,16654463,Mark,"2026-09-03 16:57:54",2622.8,2,robotmf
148,16758882,mtmr_s1,"2026-09-03 17:03:02",2622.3,2,mtmrs1
149,16732051,Jeryos,"2026-09-03 16:29:44",2621.3,2,joulskaf
150,16656514,"Soan papdi","2026-09-03 16:53:31",2619.1,2,praveensahukari
151,16791712,"xiang W","2026-09-03 09:44:55",2618.9,2,"dekonsu,xiangwaaaaa"
152,16718138,Haalandspring,"2026-09-03 17:47:11",2618.1,2,haalandspring
153,16623382,diamond_hoe,"2026-09-02 08:18:46",2617.5,2,bbrage
154,16663649,"Akhil Chinta","2026-09-03 01:26:54",2617.1,2,akhilchinta1505
155,16684202,Ignat,"2026-09-03 10:45:24",2616.7,2,ignatgotin
156,16689748,cheesytoasts,"2026-09-03 13:30:45",2616.5,2,cheesinnn
157,16672315,CemBas,"2026-09-03 05:26:45",2616.5,2,cembas
158,16768385,neibyr,"2026-09-03 13:23:00",2615.4,2,neibyr
159,16634765,democatXamer,"2026-09-03 16:53:56",2615.4,2,w1326627677
160,16657449,Timass,"2026-09-03 07:28:02",2615.4,2,timmass2
161,16712189,"Kostiantyn Isaienkov","2026-09-03 14:30:07",2613.9,2,isaienkov
162,16697767,"Teddy Tennant","2026-09-03 03:48:54",2613.1,2,thtennant
163,16727171,yfy,"2026-09-03 18:42:17",2612.4,2,qwidndbdjss
164,16775076,hiros,"2026-09-03 04:15:51",2611.1,2,hiroshige1
165,16630825,"Black Mamba Farm","2026-09-03 06:03:21",2607.5,2,"asherjyd,qizhiran,yukundu231100"
166,16794536,HirokiTaniai,"2026-09-03 13:16:05",2607.2,2,nyokinyoki
167,16655654,Cacinie,"2026-09-03 17:12:51",2607.0,2,cacinie
168,16640807,TS,"2026-09-03 06:42:28",2605.9,2,"milkcoffeen,takumi0220"
169,16658038,Khanh,"2026-09-03 09:53:41",2599.8,2,khanhp142
170,16677847,ShiviWhivi,"2026-09-03 12:00:43",2599.3,2,blackpearls1
171,16716263,"Ugnė Miklovaitė","2026-09-03 09:47:50",2599.1,2,ugnmiklovait
172,16745006,UjjwalPardeshi,"2026-09-03 06:11:37",2595.9,2,ujjwalpardeshi
173,16622454,automatylicza,"2026-09-02 19:21:39",2595.3,2,automatylicza
174,16711376,"Arman Tuganbaev","2026-09-03 12:56:03",2594.6,2,armantuganbaev
175,16769836,weense,"2026-09-03 13:36:00",2591.6,2,weense
176,16691270,"Piyal Chowdhury","2026-09-03 14:08:20",2587.7,2,piyalchowdhury
177,16756764,"Alperen Aydın","2026-09-03 12:40:06",2586.0,2,alperen5252525
178,16784561,"Rodrigo Ramón","2026-09-03 15:56:50",2585.7,2,rodrigoramn
179,16747273,ra1nac1d,"2026-09-03 17:11:17",2585.5,2,ra1nac1d
180,16805370,"Gaiar Baimuratov","2026-09-03 05:34:15",2585.5,2,baimuratov
181,16728069,Taisei7,"2026-09-03 15:43:42",2584.1,2,taisei7
182,16730323,fufufukakaka,"2026-09-03 03:12:23",2576.6,2,fufufukakaka
183,16794730,Fanch,"2026-09-03 10:01:44",2576.6,2,fanch123
184,16806862,JudyWatermelon,"2026-09-02 23:16:13",2575.6,2,judywatermelon
185,16732578,nao.kwmr,"2026-09-03 10:49:42",2575.0,2,naokwmr
186,16623458,datnt114,"2026-09-03 07:16:55",2573.3,2,kingkong153
187,16660281,"xiy lin","2026-09-03 11:37:38",2571.4,2,xiylin
188,16781279,zhyphirus,"2026-09-03 17:19:05",2569.5,2,zhyphirus
189,16623877,Chikuwabu,"2026-09-03 06:41:05",2568.6,2,prgckwb
190,16659295,snaykey,"2026-09-03 18:03:53",2568.2,2,snaykey
191,16655129,"Morylov Yehor","2026-09-03 12:19:33",2559.9,2,morylov
192,16659776,"Ben Hamilton","2026-09-03 03:45:17",2557.2,2,kineticaxisstudio
193,16694149,maxout,"2026-09-03 12:58:09",2557.0,2,"aadijoshi19,kavyabhand"
194,16655150,"Benjamin H Pepper","2026-09-03 10:18:17",2554.7,2,bhpepper
195,16675344,PP_Azalearn,"2026-09-03 12:13:03",2554.1,2,"androidss,keitookamoto,pptakehirokawada"
196,16811890,Bobbbbbbbbx,"2026-09-03 15:25:01",2553.4,2,bobbbbbbbbx
197,16723955,chunsuri,"2026-09-03 07:02:53",2553.1,2,chunsuri
198,16670879,"old macdonald","2026-09-01 15:55:31",2551.9,2,djschmit
199,16659464,"Héctor Valverde","2026-09-03 06:43:27",2550.4,2,hvpareja
200,16659555,"Joseph Adamski","2026-09-03 13:39:43",2549.2,2,josephadamski91
201,16664111,"John Park","2026-09-02 18:18:46",2548.2,2,sigint
202,16651332,"Le Viet","2026-09-03 15:39:10",2547.5,2,sleepyssr
203,16738822,shakedamo0w0,"2026-09-03 12:54:26",2547.2,2,shakedamo0w0
204,16729280,"Ryoya Tsuruoka","2026-09-03 08:48:38",2544.7,2,"irohasorange,mrooto,rahaia"
205,16746599,Borrun,"2026-09-02 20:40:23",2544.4,2,borrun
206,16736120,"Ricky #2","2026-09-03 08:15:15",2544.0,2,rickyds97
207,16806938,boominginging,"2026-09-03 10:30:11",2543.8,2,boominginging
208,16621590,Yaroslav,"2026-09-03 17:56:19",2542.7,2,yaroslavrogoza
209,16756153,INV,"2026-09-03 12:49:54",2541.2,2,yutomuroshima
210,16714134,"Raul Tinajero","2026-09-02 23:46:23",2539.2,2,raultinajeroo
211,16631640,"Danielle Lesin fan","2026-09-03 17:50:26",2537.3,2,caoyupeng
212,16762019,yukino,"2026-09-02 14:55:02",2536.8,2,"jifengjianhao666,mqingcs"
213,16635745,DataRockstar,"2026-09-03 00:20:51",2536.8,2,"amaropeter,jvlegend"
214,16691867,huyang111,"2026-09-03 13:11:52",2536.4,2,huyang111
215,16713291,Lperalt,"2026-09-03 06:39:35",2535.8,2,lucianobastidas
216,16811571,"Daniel Guo","2026-09-03 18:54:10",2535.0,2,denialguo
217,16704247,WeAreFarmers,"2026-09-03 16:23:52",2534.1,2,gbmorris1
218,16789561,"Rohan Kishibe","2026-09-03 12:31:56",2533.3,2,anbianluban1
219,16748733,"Driz Lo","2026-09-02 23:28:29",2533.1,2,drizlo
220,16671454,Shadow,"2026-09-03 07:30:08",2533.1,2,uziahmd
221,16775378,TK256,"2026-09-03 11:14:24",2532.8,2,tk256ailab
222,16811224,yuya,"2026-09-03 13:08:39",2532.0,2,yuomori
223,16762289,NineThree,"2026-09-03 12:02:26",2530.4,2,xiaoazuzong
224,16632423,goh,"2026-09-03 03:12:02",2530.2,2,bungohatayama
225,16780141,"One Zero001","2026-09-03 08:43:16",2529.1,2,onezero001
226,16626979,"An - Claudex","2026-09-03 16:34:01",2527.2,2,myotterspace
227,16670371,rkd,"2026-09-03 02:18:11",2526.3,2,ryookd
228,16806014,"weihao huang2004","2026-09-03 04:02:14",2523.9,2,weihaohuang2004
229,16654704,mandgeee,"2026-09-03 10:57:59",2522.6,2,mandgeee
230,16777406,"Toheeb Ogunade","2026-09-03 17:29:43",2521.7,2,toheebogunade
231,16745569,kitchs,"2026-09-03 02:00:55",2520.5,2,kitchs
232,16645426,Jun_value,"2026-09-03 01:11:51",2519.5,2,junvalue
233,16621595,OverfitOracle,"2026-09-03 18:06:30",2516.7,2,alisalmanrana
234,16799934,auhulu,"2026-09-03 12:11:03",2516.6,2,auhulu
235,16683199,"Filippo Gombac","2026-09-02 17:16:47",2514.6,2,filippogombac
236,16759578,Randy,"2026-09-03 15:08:22",2514.1,2,rvndyerwin
237,16814716,edder0798,"2026-09-03 15:03:26",2513.6,2,"edder0798,wangxi608"
238,16655789,"wen chong yu","2026-09-02 22:15:30",2513.6,2,wenchongyu
239,16665637,Luvsh81,"2026-09-03 00:00:30",2513.3,2,luvsh81
240,16671150,Mc10nys0n,"2026-09-03 14:18:45",2512.5,2,rattanunt
241,16621315,"Reyhan Ksatria","2026-09-03 13:02:45",2511.0,2,reyhanksatria
242,16721805,kavunidze,"2026-09-03 11:04:48",2510.6,2,kartu72
243,16622459,"Munal Singh","2026-09-03 01:12:07",2510.3,2,munalsingh
244,16667922,JungHwan,"2026-09-03 06:32:38",2510.2,2,najunghwan
245,16769059,"Shaw Sebastian","2026-09-02 21:58:27",2510.0,2,"shawsebastian,tvtdddd"
246,16762735,"Zenith Ye","2026-09-02 02:25:46",2509.4,2,zenithye
247,16668783,Zyy7390,"2026-09-03 16:22:24",2509.1,2,"tigerrrrrr,zyy7390"
248,16797543,Tarang222,"2026-09-03 12:08:38",2509.0,2,tarang222
249,16730578,BostonKaggle,"2026-09-03 15:50:19",2505.0,2,"isthereanycode,lynnkim0"
250,16794740,"Alexander R Luz","2026-09-03 18:16:58",2503.2,2,alexanderrluz
251,16665641,"Alexander Shahramanyan","2026-09-03 12:01:17",2499.2,2,alexshah
252,16632566,maco-macoo,"2026-09-03 15:52:42",2498.8,2,macomacoo
253,16731686,SaiKushal185,"2026-09-03 06:41:12",2498.1,2,saikushal185
254,16749466,"The Wolf of Wheat Street","2026-09-02 18:05:09",2496.9,2,"lijuantang19,yuemengzheng01"
255,16806195,unreal,"2026-09-02 12:35:10",2495.2,2,gauravgs1007
256,16736542,YuRuiZe,"2026-09-03 07:50:35",2493.3,2,ruoyuruize
257,16623805,"Howon Kang","2026-09-03 11:47:17",2492.7,2,howonkang
258,16696304,"Utkarsh #2","2026-09-03 16:58:10",2492.5,2,n0va007
259,16748476,sam_the_rice_cake,"2026-09-03 05:43:47",2489.7,2,"hash548,wliilamsam"
260,16702975,RicardoLópez,"2026-09-03 15:07:56",2489.5,2,richi2489
261,16746395,Levin,"2026-09-03 12:28:43",2483.0,2,"sophiexs,zhengliwen"
262,16734979,NiuLAI,"2026-09-03 10:05:50",2481.6,2,"chunsingyu,chunyinhui,jaminmei"
263,16731415,BOB,"2026-09-03 10:31:46",2481.0,2,hotpotbro
264,16811868,luyinn,"2026-09-03 15:39:43",2478.8,2,luyinn
265,16635029,"Oleg Melnik","2026-09-02 21:05:03",2475.6,2,olegmelnik
266,16696999,"HD h Joratos","2026-09-03 14:59:13",2475.5,2,hdhjoratos
267,16658343,aisamhottman,"2026-09-03 11:37:02",2472.6,2,heuingttiang
268,16628951,"Hiro Nomo","2026-09-03 12:59:53",2469.6,2,morinokuma3
269,16676321,"tao wu11","2026-09-03 19:40:13",2467.1,2,"taowu11,xujchill"
270,16766128,"Oleksandr Parfionov","2026-09-03 14:45:51",2466.3,2,parfyon
271,16641230,"An V1","2026-09-03 13:49:26",2466.0,2,barakuga
272,16742684,Inzilbêth,"2026-09-03 05:11:48",2465.7,2,inzilbth
273,16680144,AM,"2026-09-03 14:20:55",2464.3,2,adammekky
274,16665294,"Thái Văn Tài","2026-09-02 10:02:36",2464.1,2,thivnti
275,16622842,Will,"2026-09-03 18:08:05",2461.9,2,wguesdon
276,16661558,안녕하세요이세입니다잘부탁드립니다,"2026-09-03 12:09:58",2461.1,2,"moonswalk,municef1"
277,16677107,gagacrow,"2026-09-02 23:03:53",2460.8,2,gagacrow
278,16760515,"Kazuo Watanabe","2026-09-03 04:35:24",2459.3,2,watanabekazuo
279,16660041,"Hoàng Quốc Việt ","2026-09-03 09:43:52",2458.2,2,viethwang3i
280,16698136,"David Estevez","2026-09-03 16:59:40",2457.0,2,destbreso
281,16645203,easonyanyan,"2026-09-03 04:46:56",2456.0,2,easonyanyan
282,16730719,Xiaowenhao404,"2026-09-03 03:41:57",2455.7,2,xiaowenhao404
283,16795131,XuanxuChem,"2026-09-03 11:45:04",2455.3,2,zhaonoah
284,16651695,"Abnormal Guys","2026-09-03 10:16:50",2453.5,2,"gwey1025,koushikrudra"
285,16684954,"Suneeth reddy","2026-09-03 18:38:38",2452.1,2,suneethreddy
286,16669926,Jince,"2026-09-03 12:45:39",2451.3,2,jincesaju
287,16730473,Kyohei,"2026-09-03 11:16:05",2449.4,2,kyohei3
288,16808178,qianyuatkaggle,"2026-09-03 13:25:39",2449.2,2,qianyuatkaggle
289,16623716,tetsuya,"2026-09-03 00:49:35",2448.3,2,"tetsuya3510,yuanzhezhou"
290,16752019,"Kaipeng Zheng","2026-09-03 12:35:26",2447.8,2,kaipengzheng
291,16764349,Solo,"2026-09-03 08:42:29",2446.6,2,solosolo
292,16661743,"Sergey Kutepov","2026-09-03 16:58:19",2445.4,2,natsyst
293,16653044,"Claudex - An","2026-09-03 19:30:54",2444.6,2,"binhdth,buphmquc,hainguyenthien,pntan17"
294,16745949,"Miaohua Zhang","2026-09-03 13:09:35",2443.1,2,miaohuazhang
295,16677810,"Maksim Borisov","2026-09-03 10:17:56",2442.4,2,ma4ypic4y
296,16783642,base_camp_2002,"2026-09-03 03:44:07",2438.0,2,basecamp2002
297,16667604,L7n,"2026-09-03 12:20:30",2437.0,2,znwe342
298,16737650,sime_saba,"2026-09-03 04:34:25",2435.8,2,watarukawashima
299,16636079,"Pawan Rama Mali","2026-09-03 03:36:12",2434.5,2,pawanmali
300,16752740,BorisV,"2026-09-02 12:19:20",2433.8,2,bvoskresenskii
301,16807411,tamura_aicon,"2026-09-03 16:46:57",2431.0,2,hayatetaf
302,16659679,Civitasmass,"2026-09-03 05:24:29",2430.2,2,godhand
303,16732210,tanadai,"2026-09-03 12:20:14",2427.5,2,da0516
304,16673205,"Arda Ceylan","2026-09-03 12:43:12",2424.8,2,ardacey
305,16693965,ra5anchor,"2026-09-03 12:50:31",2420.9,2,junmitsui
306,16688787,Fih,"2026-09-02 08:01:59",2419.0,2,vencerlanz09
307,16796600,skyShenzi5822,"2026-09-03 05:48:32",2415.7,2,skyshenzi
308,16629165,lingyu07,"2026-09-03 00:56:41",2415.3,2,lingyu07
309,16622349,"Mengfei Li","2026-09-02 21:07:09",2415.2,2,meli19
310,16715235,l1aF,"2026-09-03 14:24:05",2415.0,2,hhhoang
311,16640510,SpaTaro,"2026-09-03 02:54:45",2413.9,2,tarosqrd2
312,16809211,"Aleix López","2026-09-03 10:13:15",2410.4,2,aleixlopez
313,16805980,Kifine,"2026-09-03 14:44:15",2408.5,2,liaoyingxi
314,16710499,sukeke,"2026-09-03 08:33:43",2408.3,2,sukeke
315,16655520,"kaggle Osaka","2026-09-03 18:28:12",2405.8,2,toshiyukitanaka
316,16735094,RngRng,"2026-09-02 23:51:40",2403.5,2,rngrng
317,16763505,"Sai Reddy Pothireddy","2026-09-02 22:56:19",2403.0,2,saireddypothireddy
318,16637255,"Peter Parker","2026-09-03 11:26:22",2403.0,2,superallen001
319,16730344,lvisdd,"2026-09-03 02:33:37",2401.2,2,lvisdd
320,16734447,"Ali Bauyrzhan","2026-09-02 13:59:43",2400.7,2,alibauyrzhan
321,16795853,GaoKui,"2026-09-03 08:15:53",2399.4,2,gaokui
322,16810275,Adam,"2026-09-03 00:29:24",2399.0,2,potonglantie93
323,16707562,Snipine,"2026-09-03 01:59:46",2399.0,2,boluosnow
324,16672997,"Francesco Montone","2026-09-02 15:13:04",2397.9,2,francescomontone
325,16652750,"Bahadir Selim Bakla ","2026-09-03 16:16:56",2395.8,2,bahadirselimbakla
326,16769411,Beyond,"2026-09-03 19:43:10",2395.3,2,themanysh
327,16621533,"Vladislav Kartashov","2026-09-03 18:23:05",2394.5,2,phoenix0501
328,16736124,GIN,"2026-09-03 10:26:10",2394.5,2,runjinzhang
329,16634312,"Linh Le","2026-09-02 14:01:54",2393.1,2,linhlethuy
