Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
47,16654266,古德拜吃,"2026-09-03 11:26:52",2772.6,2,nosaewang
48,16655098,"Brotron Carbide","2026-09-03 13:25:50",2772.2,2,brotroncarbide
49,16727103,sword3522,"2026-09-03 02:37:30",2771.6,2,"qinyanqiu,sword3522"
50,16658149,X,"2026-09-03 14:03:51",2771.1,2,lohithhb
51,16665809,"Saravanan Jaichandaran","2026-09-03 07:21:34",2769.4,2,saranchandar
52,16670384,"Gordeev Max","2026-09-03 10:44:58",2767.2,2,gordeevmax
53,16786517,"TongYi Hong_HENU","2026-09-03 15:44:49",2766.6,2,"hongtongyi,lizhe125,ypeng1234"
54,16784217,MMN0222,"2026-09-03 08:48:54",2764.9,2,mmn0222
55,16663867,"Stephen Schott","2026-09-03 17:30:38",2763.5,2,steve421471
56,16635062,DL,"2026-09-03 16:13:24",2763.4,2,distiller
57,16719123,"Thomas Tschinkel","2026-09-03 16:38:00",2761.6,2,thomastschinkel
58,16655383,MtN,"2026-09-03 15:22:40",2760.6,2,mariotrsn
59,16804549,Feidudu,"2026-09-03 16:32:17",2760.4,2,zenanshao
60,16730357,"My second life","2026-09-03 18:04:14",2758.3,2,"jjinho,ttyn4519"
61,16802410,"Aleksandr  Larko","2026-09-03 14:27:36",2757.1,2,alexxanderlarko
62,16820794,"Yuxuan Ba","2026-09-03 14:12:34",2756.1,2,yuxuanba
63,16730881,hank0123,"2026-09-03 16:36:36",2750.9,2,hank0123
64,16674385,"qr farm","2026-09-03 11:11:03",2750.8,2,qrz1201
65,16768236,Baligh,"2026-09-01 11:15:18",2745.4,2,balighmehrez
66,16655478,Bruce,"2026-09-03 14:15:22",2743.8,2,bruceqdu
67,16656776,ShaoCharles,"2026-09-03 02:50:36",2743.5,2,shaocharles
68,16633340,"Tim Zagrebelny","2026-09-03 12:58:04",2743.3,2,timzagrebelny
69,16660840,"An Garcia","2026-09-03 12:47:20",2742.8,2,angarcia
70,16695685,"kwon yong deuk","2026-09-03 13:48:18",2740.8,2,kwonyongdeuk
71,16637597,venks,"2026-09-02 21:33:23",2740.2,2,vterli
72,16730761,ElephtAI,"2026-09-02 21:57:31",2739.9,2,yuchengj
73,16768043,"Cropy and Paste","2026-09-03 08:34:15",2739.9,2,tfriedel
74,16793553,hoon0303,"2026-09-03 15:34:54",2739.4,2,hoon0303
75,16664640,"Tiannan Zhang","2026-09-03 19:49:38",2736.0,2,underestimated
76,16695229,X1a0Ch3n,"2026-09-03 13:57:36",2733.5,2,xiaochen20236673
77,16713262,"Seyit kaan Gunes","2026-09-03 08:08:58",2732.3,2,seyitkaangunes
78,16668406,"VAP RF5","2026-09-03 15:31:55",2729.6,2,vaprf5
79,16659920,vkhydras,"2026-09-03 18:17:29",2723.5,2,vickimar
80,16811433,"Bx LLLLLLLL","2026-09-03 11:13:01",2723.1,2,bxllllllll
81,16671767,Kaileh57,"2026-09-03 02:59:21",2723.0,2,kaileh57
82,16782520,Durian,"2026-09-03 14:06:20",2720.5,2,rainyjin
83,16637987,Xander,"2026-09-03 08:53:01",2719.0,2,canqiang
84,16683936,Cyrus,"2026-09-03 12:47:59",2718.9,2,jamalsaeedi
85,16763669,cm391,"2026-09-03 14:46:10",2718.8,2,mccocoful
86,16716821,めめっち,"2026-09-03 15:50:08",2717.1,2,mechi22
87,16665829,Shadowfishes,"2026-09-03 14:22:01",2715.8,2,"boandme,ronitagarwal1,shauryasahdev2"
88,16779254,MaxZhuCHN,"2026-09-03 08:08:17",2712.1,2,maxzhuchn
89,16636536,tetsu2131,"2026-09-03 17:16:43",2706.1,2,tetsutani
90,16743639,Hanserong,"2026-09-03 13:06:48",2702.5,2,"ronghedragon,rufus666"
91,16764546,Thirst,"2026-09-03 17:19:54",2700.8,2,wahidakram
92,16707144,Kirderf,"2026-09-03 12:34:01",2700.7,2,kirderf
93,16741542,Jiro2,"2026-09-03 17:23:45",2699.4,2,amonkizawa
94,16705139,gogogo,"2026-09-03 09:56:08",2699.1,2,huzech
95,16806000,wyz0210,"2026-09-03 16:09:31",2697.9,2,weiyouzhen
96,16692956,VanKoha,"2026-09-03 06:31:52",2696.4,2,kohasama
97,16677217,Panos,"2026-09-03 16:25:21",2693.4,2,panosc
98,16742139,ALLAI,"2026-09-03 02:10:02",2689.7,2,glorysing
99,16711752,"Atakan Aldemir","2026-09-03 09:24:35",2687.3,2,atakanaldemir
100,16729102,"Bruce Zheng","2026-09-03 15:58:33",2685.6,2,brucezheng666
101,16758882,mtmr_s1,"2026-09-03 17:03:02",2684.7,2,mtmrs1
102,16750268,"Harris Bashir","2026-09-03 16:57:02",2683.8,2,harrisbashir
103,16669148,"Syed Muhammad Gillani","2026-09-03 19:55:34",2682.7,2,syedmuhammadgillani
104,16778388,"straw hats","2026-09-03 18:16:21",2681.2,2,rushikeshgaonkar
105,16762957,邪悪な暁山瑞希、ジャガイモを量産してフライドポテト市場を独占,"2026-09-02 16:00:32",2679.8,2,yinzimike
106,16761293,cha7ura,"2026-09-03 19:15:09",2679.3,2,cha7ura
107,16657229,"Adam Li","2026-09-03 11:01:57",2678.4,2,lizhiiii
108,16732292,takaygiiiiiiii,"2026-09-03 08:46:29",2675.5,2,takaygiiiiiiii
109,16630251,"Handry Novianto","2026-09-03 14:18:59",2674.0,2,handrynovianto
110,16655654,Cacinie,"2026-09-03 17:12:51",2673.9,2,cacinie
111,16720316,"Hưng Trần","2026-09-03 11:26:17",2673.6,2,hungtrabiz
112,16710140,Lynxx,"2026-09-03 14:28:29",2673.3,2,lynnsakurai
113,16641710,yjshyfy,"2026-09-03 13:31:24",2670.9,2,yjshyfy
114,16746025,Hamachi,"2026-09-03 11:55:58",2670.7,2,hamatz
115,16681744,team_fn,"2026-09-03 06:54:24",2670.5,2,fjklmn
116,16637546,Forrest,"2026-09-03 10:34:34",2665.2,2,yinxiaogang
117,16656496,"Vaibhav Gupta","2026-09-03 20:06:04",2663.7,2,vaihero
118,16792542,RB25det,"2026-09-03 15:28:44",2663.3,2,rb25det
119,16677149,"Umataro Tenma","2026-09-03 06:52:15",2663.1,2,umatarotenma
120,16732051,Jeryos,"2026-09-03 16:29:44",2662.2,2,joulskaf
121,16794090,Euphor_M,"2026-09-03 12:37:05",2661.6,2,euphor
122,16693534,HireMe,"2026-09-03 04:15:06",2660.9,2,junta1104
123,16781166,Ant,"2026-09-03 02:47:35",2660.3,2,anthonytrevino
124,16793600,mogura2.0,"2026-09-03 14:52:18",2660.0,2,mogura20
125,16734551,"junseok lee","2026-09-03 00:36:56",2658.4,2,jaslee2
126,16791248,"Ioannis Tzachristas","2026-09-03 09:29:54",2657.4,2,"ioannistzachristas,lilishyxf"
127,16681601,Hanaro,"2026-09-03 08:46:56",2655.4,2,lucas040
128,16682494,Phi,"2026-09-03 13:31:45",2653.5,2,ajinomoto132
129,16644724,"Kaggriculture Agent","2026-09-03 12:17:01",2652.3,2,"jiweiliu,tonylica,yiheng"
130,16674949,"Lev Neganov","2026-09-03 04:55:48",2651.3,2,levoel
131,16689748,cheesytoasts,"2026-09-03 13:30:45",2650.8,2,cheesinnn
132,16743392,tellurium_rrr,"2026-09-03 15:20:57",2650.0,2,telluriumrrr
133,16641138,"Bharath Varma","2026-09-03 07:41:35",2648.5,2,bharath111l
134,16654463,Mark,"2026-09-03 16:57:54",2647.6,2,robotmf
135,16644808,"Rotation Theory","2026-09-03 04:03:36",2643.9,2,mikhsank
136,16744979,"Ahmed Alhassan","2026-09-02 14:14:55",2643.3,2,ahmed55
137,16621595,OverfitOracle,"2026-09-03 18:06:30",2642.1,2,alisalmanrana
138,16775076,hiros,"2026-09-03 04:15:51",2640.4,2,hiroshige1
139,16678462,"Eric Han Wang","2026-09-03 06:11:14",2638.3,2,ericwang03
140,16718138,Haalandspring,"2026-09-03 17:47:11",2637.4,2,haalandspring
141,16727171,yfy,"2026-09-03 18:42:17",2636.7,2,qwidndbdjss
142,16625060,"Subin An","2026-09-02 22:51:32",2636.7,2,subinium
143,16685556,binghua,"2026-09-03 12:11:52",2635.8,2,binghua123
144,16779388,"Mohammad Alnajdawi","2026-09-03 15:43:25",2634.9,2,mohammadalnajdawi
145,16782564,"Chris Tu","2026-09-03 13:26:41",2633.1,2,christu831004
146,16637973,StephenNedumpally,"2026-09-03 14:05:33",2632.9,2,stephennedumpally
147,16747273,ra1nac1d,"2026-09-03 17:11:17",2629.0,2,ra1nac1d
148,16791712,"xiang W","2026-09-03 09:44:55",2628.6,2,"dekonsu,xiangwaaaaa"
149,16712189,"Kostiantyn Isaienkov","2026-09-03 14:30:07",2628.4,2,isaienkov
150,16731803,JYShane,"2026-09-03 07:00:05",2628.4,2,jyshane
151,16780279,"N Divij","2026-09-02 17:41:10",2624.9,2,divijio
152,16634765,democatXamer,"2026-09-03 16:53:56",2623.4,2,w1326627677
153,16623382,diamond_hoe,"2026-09-02 08:18:46",2623.3,2,bbrage
154,16712258,Yizhou,"2026-09-03 01:40:21",2617.3,2,yaphellee
155,16684202,Ignat,"2026-09-03 10:45:24",2614.2,2,ignatgotin
156,16794536,HirokiTaniai,"2026-09-03 13:16:05",2609.6,2,nyokinyoki
157,16663649,"Akhil Chinta","2026-09-03 01:26:54",2609.4,2,akhilchinta1505
158,16658038,Khanh,"2026-09-03 09:53:41",2608.1,2,khanhp142
159,16656514,"Soan papdi","2026-09-03 16:53:31",2608.0,2,praveensahukari
160,16768385,neibyr,"2026-09-03 13:23:00",2606.3,2,neibyr
161,16711376,"Arman Tuganbaev","2026-09-03 12:56:03",2606.1,2,armantuganbaev
162,16672128,Cliffton,"2026-09-03 03:49:29",2602.6,2,rieltzx
163,16657449,Timass,"2026-09-03 07:28:02",2601.6,2,timmass2
164,16672315,CemBas,"2026-09-03 20:20:06",2600.5,2,cembas
165,16728069,Taisei7,"2026-09-03 15:43:42",2596.4,2,taisei7
166,16630825,"Black Mamba Farm","2026-09-03 06:03:21",2593.8,2,"asherjyd,qizhiran,yukundu231100"
167,16697767,"Teddy Tennant","2026-09-03 03:48:54",2591.8,2,thtennant
168,16677847,ShiviWhivi,"2026-09-03 12:00:43",2590.3,2,blackpearls1
169,16781279,zhyphirus,"2026-09-03 17:19:05",2588.4,2,zhyphirus
170,16716263,"Ugnė Miklovaitė","2026-09-03 09:47:50",2587.1,2,ugnmiklovait
171,16654379,"Sebastian Mateus","2026-09-03 18:38:20",2585.6,2,sebastianmateus
172,16745006,UjjwalPardeshi,"2026-09-03 06:11:37",2582.9,2,ujjwalpardeshi
173,16640807,TS,"2026-09-03 06:42:28",2582.0,2,"milkcoffeen,takumi0220"
174,16784561,"Rodrigo Ramón","2026-09-03 15:56:50",2581.1,2,rodrigoramn
175,16622454,automatylicza,"2026-09-02 19:21:39",2577.2,2,automatylicza
176,16805370,"Gaiar Baimuratov","2026-09-03 05:34:15",2575.5,2,baimuratov
177,16623877,Chikuwabu,"2026-09-03 06:41:05",2571.9,2,prgckwb
178,16794730,Fanch,"2026-09-03 10:01:44",2571.2,2,fanch123
179,16670879,"old macdonald","2026-09-01 15:55:31",2571.2,2,djschmit
180,16756764,"Alperen Aydın","2026-09-03 12:40:06",2569.0,2,alperen5252525
181,16732578,nao.kwmr,"2026-09-03 10:49:42",2567.0,2,naokwmr
182,16769836,weense,"2026-09-03 13:36:00",2566.9,2,weense
183,16660281,"xiy lin","2026-09-03 11:37:38",2566.8,2,xiylin
184,16622842,Will,"2026-09-03 18:08:05",2566.0,2,wguesdon
185,16723955,chunsuri,"2026-09-03 07:02:53",2565.9,2,chunsuri
186,16621533,"Vladislav Kartashov","2026-09-03 18:23:05",2565.7,2,phoenix0501
187,16691270,"Piyal Chowdhury","2026-09-03 14:08:20",2561.0,2,piyalchowdhury
188,16668783,Zyy7390,"2026-09-03 16:22:24",2557.8,2,"tigerrrrrr,zyy7390"
189,16806938,boominginging,"2026-09-03 10:30:11",2557.6,2,boominginging
190,16762289,NineThree,"2026-09-03 12:02:26",2557.0,2,xiaoazuzong
191,16624934,"Haramball forever!","2026-09-03 18:27:39",2556.8,2,envyy23120093
192,16730323,fufufukakaka,"2026-09-03 03:12:23",2556.4,2,fufufukakaka
193,16811890,Bobbbbbbbbx,"2026-09-03 15:25:01",2556.0,2,bobbbbbbbbx
194,16811224,yuya,"2026-09-03 13:08:39",2555.7,2,yuomori
195,16621590,Yaroslav,"2026-09-03 17:56:19",2555.3,2,yaroslavrogoza
196,16675344,PP_Azalearn,"2026-09-03 12:13:03",2554.6,2,"androidss,keitookamoto,pptakehirokawada"
197,16694149,maxout,"2026-09-03 12:58:09",2553.9,2,"aadijoshi19,kavyabhand"
198,16659555,"Joseph Adamski","2026-09-03 13:39:43",2553.2,2,josephadamski91
199,16691867,huyang111,"2026-09-03 13:11:52",2551.5,2,huyang111
200,16626979,"An - Claudex","2026-09-03 16:34:01",2548.7,2,myotterspace
201,16655129,"Morylov Yehor","2026-09-03 12:19:33",2548.3,2,morylov
202,16729280,"Ryoya Tsuruoka","2026-09-03 08:48:38",2546.0,2,"irohasorange,mrooto,rahaia"
203,16631640,"Danielle Lesin fan","2026-09-03 17:50:26",2545.1,2,caoyupeng
204,16775378,TK256,"2026-09-03 11:14:24",2544.1,2,tk256ailab
205,16756153,INV,"2026-09-03 12:49:54",2543.4,2,yutomuroshima
206,16738822,shakedamo0w0,"2026-09-03 12:54:26",2543.2,2,shakedamo0w0
207,16759578,Randy,"2026-09-03 15:08:22",2543.1,2,rvndyerwin
208,16659464,"Héctor Valverde","2026-09-03 06:43:27",2542.6,2,hvpareja
209,16713291,Lperalt,"2026-09-03 06:39:35",2541.2,2,lucianobastidas
210,16704247,WeAreFarmers,"2026-09-03 16:23:52",2541.1,2,gbmorris1
211,16651332,"Le Viet","2026-09-03 15:39:10",2540.7,2,sleepyssr
212,16623458,datnt114,"2026-09-03 07:16:55",2540.5,2,kingkong153
213,16659776,"Ben Hamilton","2026-09-03 03:45:17",2540.4,2,kineticaxisstudio
214,16730578,BostonKaggle,"2026-09-03 15:50:19",2539.5,2,"isthereanycode,lynnkim0"
215,16664111,"John Park","2026-09-02 18:18:46",2539.3,2,sigint
216,16748733,"Driz Lo","2026-09-02 23:28:29",2533.5,2,drizlo
217,16736120,"Ricky #2","2026-09-03 08:15:15",2533.4,2,rickyds97
218,16777406,"Toheeb Ogunade","2026-09-03 17:29:43",2532.5,2,toheebogunade
219,16721805,kavunidze,"2026-09-03 11:04:48",2531.9,2,kartu72
220,16746599,Borrun,"2026-09-02 20:40:23",2528.7,2,borrun
221,16756591,"Hamed Vakili","2026-09-03 20:14:53",2528.0,2,"hamedvakilit0,maryam7713"
222,16655150,"Benjamin H Pepper","2026-09-03 10:18:17",2526.7,2,bhpepper
223,16671454,Shadow,"2026-09-03 07:30:08",2525.3,2,uziahmd
224,16621315,"Reyhan Ksatria","2026-09-03 13:02:45",2524.0,2,reyhanksatria
225,16780141,"One Zero001","2026-09-03 08:43:16",2523.9,2,onezero001
226,16799934,auhulu,"2026-09-03 12:11:03",2521.9,2,auhulu
227,16746395,Levin,"2026-09-03 12:28:43",2520.3,2,"sophiexs,zhengliwen"
228,16811571,"Daniel Guo","2026-09-03 18:54:10",2517.8,2,denialguo
229,16632423,goh,"2026-09-03 03:12:02",2517.7,2,bungohatayama
230,16745569,kitchs,"2026-09-03 02:00:55",2517.6,2,kitchs
231,16814716,edder0798,"2026-09-03 15:03:26",2517.5,2,"edder0798,wangxi608"
232,16789561,"Rohan Kishibe","2026-09-03 12:31:56",2517.4,2,anbianluban1
233,16635745,DataRockstar,"2026-09-03 00:20:51",2517.2,2,"amaropeter,jvlegend"
234,16665637,Luvsh81,"2026-09-03 00:00:30",2517.1,2,luvsh81
235,16797543,Tarang222,"2026-09-03 12:08:38",2516.1,2,tarang222
236,16655789,"wen chong yu","2026-09-02 22:15:30",2515.8,2,wenchongyu
237,16683199,"Filippo Gombac","2026-09-02 17:16:47",2514.6,2,filippogombac
238,16632566,maco-macoo,"2026-09-03 15:52:42",2514.2,2,macomacoo
239,16714134,"Raul Tinajero","2026-09-02 23:46:23",2512.6,2,raultinajeroo
240,16659295,snaykey,"2026-09-03 18:03:53",2512.0,2,snaykey
241,16769059,"Shaw Sebastian","2026-09-02 21:58:27",2510.2,2,"shawsebastian,tvtdddd"
242,16762019,yukino,"2026-09-02 14:55:02",2509.2,2,"jifengjianhao666,mqingcs"
243,16762735,"Zenith Ye","2026-09-02 02:25:46",2508.4,2,zenithye
244,16654704,mandgeee,"2026-09-03 10:57:59",2508.0,2,mandgeee
245,16806014,"weihao huang2004","2026-09-03 04:02:14",2505.2,2,weihaohuang2004
246,16645426,Jun_value,"2026-09-03 01:11:51",2502.1,2,junvalue
247,16622459,"Munal Singh","2026-09-03 01:12:07",2500.1,2,munalsingh
248,16794740,"Alexander R Luz","2026-09-03 18:16:58",2497.8,2,alexanderrluz
249,16658343,aisamhottman,"2026-09-03 11:37:02",2496.7,2,heuingttiang
250,16670371,rkd,"2026-09-03 20:06:37",2494.8,2,ryookd
251,16702975,RicardoLópez,"2026-09-03 15:07:56",2494.5,2,richi2489
252,16807411,tamura_aicon,"2026-09-03 16:46:57",2494.5,2,hayatetaf
253,16667922,JungHwan,"2026-09-03 06:32:38",2494.4,2,najunghwan
254,16731415,BOB,"2026-09-03 10:31:46",2491.9,2,hotpotbro
255,16671150,Mc10nys0n,"2026-09-03 14:18:45",2490.0,2,rattanunt
256,16769411,Beyond,"2026-09-03 19:43:10",2489.3,2,themanysh
257,16749466,"The Wolf of Wheat Street","2026-09-02 18:05:09",2488.7,2,"lijuantang19,yuemengzheng01"
258,16731686,SaiKushal185,"2026-09-03 06:41:12",2487.6,2,saikushal185
259,16734979,NiuLAI,"2026-09-03 10:05:50",2487.1,2,"chunsingyu,chunyinhui,jaminmei"
260,16748476,sam_the_rice_cake,"2026-09-03 05:43:47",2483.9,2,"hash548,wliilamsam"
261,16736542,YuRuiZe,"2026-09-03 07:50:35",2483.3,2,ruoyuruize
262,16665641,"Alexander Shahramanyan","2026-09-03 12:01:17",2481.5,2,alexshah
263,16623805,"Howon Kang","2026-09-03 11:47:17",2478.2,2,howonkang
264,16806195,unreal,"2026-09-02 12:35:10",2477.9,2,gauravgs1007
265,16628951,"Hiro Nomo","2026-09-03 12:59:53",2476.4,2,morinokuma3
266,16696304,"Utkarsh #2","2026-09-03 16:58:10",2474.7,2,n0va007
267,16677107,gagacrow,"2026-09-02 23:03:53",2474.4,2,gagacrow
268,16696999,"HD h Joratos","2026-09-03 14:59:13",2474.0,2,hdhjoratos
269,16742684,Inzilbêth,"2026-09-03 05:11:48",2471.9,2,inzilbth
270,16676321,"tao wu11","2026-09-03 19:40:13",2469.0,2,"taowu11,xujchill"
271,16635029,"Oleg Melnik","2026-09-02 21:05:03",2464.3,2,olegmelnik
272,16641230,"An V1","2026-09-03 13:49:26",2463.4,2,barakuga
273,16669926,Jince,"2026-09-03 12:45:39",2462.8,2,jincesaju
274,16653044,"Claudex - An","2026-09-03 19:30:54",2461.7,2,"binhdth,buphmquc,hainguyenthien,pntan17"
275,16811868,luyinn,"2026-09-03 15:39:43",2460.0,2,luyinn
276,16661558,안녕하세요이세입니다잘부탁드립니다,"2026-09-03 12:09:58",2458.8,2,"moonswalk,municef1"
277,16730473,Kyohei,"2026-09-03 11:16:05",2458.8,2,kyohei3
278,16645203,easonyanyan,"2026-09-03 04:46:56",2457.4,2,easonyanyan
279,16659679,Civitasmass,"2026-09-03 05:24:29",2457.0,2,godhand
280,16766128,"Oleksandr Parfionov","2026-09-03 14:45:51",2457.0,2,parfyon
281,16642570,"Mathurin Ache","2026-09-03 18:50:40",2455.6,2,mathurinache
282,16737650,sime_saba,"2026-09-03 04:34:25",2455.1,2,watarukawashima
283,16764349,Solo,"2026-09-03 08:42:29",2453.8,2,solosolo
284,16677810,"Maksim Borisov","2026-09-03 10:17:56",2453.7,2,ma4ypic4y
285,16795131,XuanxuChem,"2026-09-03 11:45:04",2452.0,2,zhaonoah
286,16808178,qianyuatkaggle,"2026-09-03 13:25:39",2451.4,2,qianyuatkaggle
287,16680144,AM,"2026-09-03 14:20:55",2450.8,2,adammekky
288,16752019,"Kaipeng Zheng","2026-09-03 12:35:26",2450.6,2,kaipengzheng
289,16810078,Sam-wiz,"2026-09-03 18:10:17",2445.4,2,samwiz
290,16760515,"Kazuo Watanabe","2026-09-03 04:35:24",2443.8,2,watanabekazuo
291,16651695,"Abnormal Guys","2026-09-03 10:16:50",2438.0,2,"gwey1025,koushikrudra"
292,16623716,tetsuya,"2026-09-03 00:49:35",2437.5,2,"tetsuya3510,yuanzhezhou"
293,16660041,"Hoàng Quốc Việt ","2026-09-03 09:43:52",2436.3,2,viethwang3i
294,16665294,"Thái Văn Tài","2026-09-02 10:02:36",2436.2,2,thivnti
295,16693965,ra5anchor,"2026-09-03 12:50:31",2431.4,2,junmitsui
296,16806535,"zhangzhuang li","2026-09-03 18:31:12",2431.0,2,zhangzhuangli
297,16684954,"Suneeth reddy","2026-09-03 18:38:38",2430.4,2,suneethreddy
298,16636079,"Pawan Rama Mali","2026-09-03 03:36:12",2429.2,2,pawanmali
299,16752740,BorisV,"2026-09-02 12:19:20",2429.2,2,bvoskresenskii
300,16730719,Xiaowenhao404,"2026-09-03 03:41:57",2426.0,2,xiaowenhao404
301,16715235,l1aF,"2026-09-03 14:24:05",2425.8,2,hhhoang
302,16623400,Less,"2026-09-03 16:46:59",2425.5,2,jiaoyouzhang
303,16673205,"Arda Ceylan","2026-09-03 12:43:12",2423.9,2,ardacey
304,16622349,"Mengfei Li","2026-09-02 21:07:09",2421.8,2,meli19
305,16745949,"Miaohua Zhang","2026-09-03 13:09:35",2420.7,2,miaohuazhang
306,16640510,SpaTaro,"2026-09-03 02:54:45",2419.3,2,tarosqrd2
307,16805778,"Dương Đức Anh","2026-09-03 16:43:18",2419.1,2,dda2k6
308,16805980,Kifine,"2026-09-03 14:44:15",2418.7,2,liaoyingxi
309,16667604,L7n,"2026-09-03 12:20:30",2418.7,2,znwe342
310,16783642,base_camp_2002,"2026-09-03 03:44:07",2417.6,2,basecamp2002
311,16732210,tanadai,"2026-09-03 12:20:14",2414.1,2,da0516
312,16655520,"kaggle Osaka","2026-09-03 18:28:12",2413.5,2,toshiyukitanaka
313,16822602,haru0707,"2026-09-03 16:59:34",2413.3,2,haru0707
314,16809211,"Aleix López","2026-09-03 10:13:15",2413.1,2,aleixlopez
315,16693976,rererenore,"2026-09-03 14:36:36",2411.2,2,rererenore
316,16661743,"Sergey Kutepov","2026-09-03 16:58:19",2410.9,2,natsyst
317,16735094,RngRng,"2026-09-02 23:51:40",2407.5,2,rngrng
318,16796600,skyShenzi5822,"2026-09-03 05:48:32",2406.5,2,skyshenzi
319,16688787,Fih,"2026-09-02 08:01:59",2404.9,2,vencerlanz09
320,16736124,GIN,"2026-09-03 10:26:10",2399.9,2,runjinzhang
321,16710499,sukeke,"2026-09-03 08:33:43",2397.9,2,sukeke
322,16629165,lingyu07,"2026-09-03 00:56:41",2395.2,2,lingyu07
323,16734447,"Ali Bauyrzhan","2026-09-02 13:59:43",2392.3,2,alibauyrzhan
324,16672997,"Francesco Montone","2026-09-02 15:13:04",2392.1,2,francescomontone
325,16707562,Snipine,"2026-09-03 01:59:46",2388.6,2,boluosnow
326,16795853,GaoKui,"2026-09-03 08:15:53",2388.3,2,gaokui
327,16743836,"Auto Fermers","2026-09-03 16:22:59",2384.4,2,"artemboltaev,dmitriigluzdov"
328,16714159,Lonnie,"2026-09-02 19:07:22",2384.1,2,lonnieqin
329,16634312,"Linh Le","2026-09-02 14:01:54",2383.7,2,linhlethuy
