Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
28,16749061,"Wang H2O","2026-09-02 09:13:34",2705.5,2,wangh2o
29,16748733,"Driz Lo","2026-08-31 13:52:29",2703.1,2,drizlo
30,16622459,"Munal Singh","2026-09-02 13:14:32",2700.9,2,munalsingh
31,16621063,"Aikyatan Sinha","2026-09-02 11:27:34",2700.6,2,"aikyatansinha,vamshikrishnaemmadi"
32,16730676,ActiveMusyoku,"2026-09-02 10:14:21",2695.7,2,"daiki0381,kohei0okazaki,noriyukimori,ryonatori,seipon"
33,16626732,islet,"2026-09-02 02:05:51",2693.6,2,kojimar
34,16781279,zhyphirus,"2026-09-02 05:19:10",2689.6,2,zhyphirus
35,16663867,"Stephen Schott","2026-09-02 04:51:28",2688.1,2,steve421471
36,16621315,"Reyhan Ksatria","2026-09-02 11:17:19",2678.3,2,reyhanksatria
37,16671150,Mc10nys0n,"2026-09-01 22:45:55",2674.5,2,rattanunt
38,16761293,cha7ura,"2026-09-02 09:37:46",2671.5,2,cha7ura
39,16655520,"kaggle Osaka","2026-09-02 02:01:37",2668.9,2,toshiyukitanaka
40,16680144,AM,"2026-09-02 06:56:22",2665.6,2,adammekky
41,16697089,"aghbalou Anass","2026-09-01 17:07:22",2662.9,2,aghbalouanass
42,16655150,"Benjamin H Pepper","2026-09-02 04:56:49",2661.7,2,bhpepper
43,16712863,ominteam,"2026-09-02 09:30:22",2658.5,2,"luantony,suruikk"
44,16755705,"Semyon Epanov","2026-09-02 02:30:47",2649.9,2,semyonepanov
45,16764546,Thirst,"2026-09-01 13:34:19",2639.9,2,wahidakram
46,16702754,"ИТМОНИ AI B2B 67 SaaS","2026-09-02 09:09:40",2639.1,2,"borismatsakov,kirya1"
47,16674949,"Lev Neganov","2026-09-02 01:56:46",2639.0,2,levoel
48,16792542,RB25det,"2026-09-01 01:05:39",2630.8,2,rb25det
49,16734914,bharat,"2026-09-02 11:17:12",2629.7,2,bharatmohan
50,16670032,Kenjo1209,"2026-09-01 19:57:18",2624.2,2,kenjo1209
51,16682932,"Iulian Curte","2026-09-02 10:41:35",2616.9,2,iuliancurte
52,16662883,OceanMix,"2026-09-02 06:39:47",2612.7,2,"cggonzalezsc,fierus,liesvyvalladares"
53,16768043,cygn,"2026-08-31 22:04:18",2612.7,2,tfriedel
54,16622898,"sbol ball","2026-09-02 11:39:35",2611.1,2,"linearbasis,maksimkostritsya"
55,16693534,HireMe,"2026-09-02 02:05:12",2610.5,2,junta1104
56,16676114,Gekkotron,"2026-09-01 09:05:08",2610.2,2,gekkotron
57,16641751,Hikari_30,"2026-08-31 18:44:42",2606.9,2,hikari30
58,16657785,"Himanshu Kumar","2026-09-02 04:21:37",2606.7,2,himanshujha2812
59,16623990,senkin13,"2026-09-02 11:14:49",2606.4,2,senkin13
60,16738424,Yunioshi,"2026-09-01 14:51:54",2606.2,2,yunioshi
61,16664788,rian,"2026-09-02 05:39:12",2604.3,2,rian55
62,16622349,"Mengfei Li","2026-09-01 18:36:32",2602.2,2,meli19
63,16663649,"Akhil Chinta","2026-09-02 05:54:47",2601.3,2,akhilchinta1505
64,16621500,"Reinforcement Larping","2026-09-01 15:56:45",2591.8,2,egortkachenko
65,16740507,"PP kawada","2026-09-01 05:23:30",2590.4,2,pptakehirokawada
66,16768603,Kinance,"2026-09-01 23:18:30",2589.6,2,kinance
67,16779388,"Mohammad Alnajdawi","2026-09-02 12:12:12",2586.0,2,mohammadalnajdawi
68,16668783,Zyy7390,"2026-09-02 08:42:39",2584.7,2,"tigerrrrrr,zyy7390"
69,16661768,"Lợi Trần Bảo","2026-09-02 07:15:57",2584.4,2,litrnbo
70,16623382,diamond_hoe,"2026-09-02 08:18:46",2584.4,2,bbrage
71,16777767,"Miyanogawa Yuya","2026-09-02 11:41:19",2583.6,2,veritalogos
72,16778340,NayuNayu,"2026-09-02 04:57:54",2582.4,2,nayunayu1005
73,16665746,Chiranjieev,"2026-09-02 13:23:37",2579.4,2,"abhirajhiwale,amitambhore27,himanshu2605"
74,16655098,"Brotron Carbide","2026-09-02 02:17:23",2572.3,2,brotroncarbide
75,16665416,"zeyu lau","2026-09-02 08:22:52",2568.4,2,zeyulau
76,16774712,icelemon2004,"2026-09-02 12:09:30",2566.5,2,"guanghuchen,icelemon2004,mustard64"
77,16688787,Fih,"2026-09-02 08:01:59",2565.3,2,vencerlanz09
78,16790585,wzyxp_123,"2026-09-02 09:08:51",2564.5,2,cloudssdut
79,16781166,Ant,"2026-09-02 00:04:20",2564.1,2,anthonytrevino
80,16763897,BackFiring,"2026-09-01 23:41:48",2564.0,2,backfiring
81,16709068,Vib,"2026-09-01 04:44:16",2563.4,2,viblal
82,16644724,"Yiheng Wang","2026-09-02 11:52:37",2562.7,2,yiheng
83,16677337,"xi luo","2026-09-02 03:11:11",2562.3,2,xiluo00
84,16798172,"Dmytro Maliarenko","2026-09-02 10:39:15",2561.2,2,arxitekton
85,16623400,Less,"2026-09-02 06:58:00",2558.5,2,jiaoyouzhang
86,16778946,yuki0731,"2026-08-31 00:00:21",2557.5,2,yuki0731
87,16671767,Kaileh57,"2026-09-02 07:18:18",2556.7,2,kaileh57
88,16685763,"koren sabag","2026-09-02 10:51:50",2555.9,2,korensabag
89,16634580,akmr,"2026-09-02 03:49:24",2553.6,2,akimaru
90,16633790,curiosity,"2026-09-02 12:45:51",2552.2,2,chmffwn1
91,16675684,washamba_bots,"2026-09-01 22:23:46",2550.6,2,"billygmwangi,futurecentaur,peterkibetspidey,stephanenjoki"
92,16697229,"Masashi Nishimoto","2026-09-02 11:39:38",2549.6,2,masashinishimoto
93,16737650,sime_saba,"2026-09-02 10:09:05",2547.3,2,watarukawashima
94,16712258,Yizhou,"2026-09-02 06:59:03",2546.3,2,yaphellee
95,16682879,"Ace Team","2026-09-02 12:05:51",2545.5,2,drpatrickchan
96,16732748,"revenge pokekaggler","2026-09-02 12:34:17",2545.0,2,denden12
97,16780141,"One Zero001","2026-08-31 15:50:37",2544.3,2,onezero001
98,16716078,WENJIE_Wang,"2026-09-01 17:08:17",2539.5,2,"jenzenhuang,luwyeb,wafflebear,wenjiewangdev"
99,16744979,"Ahmed Alhassan","2026-08-31 21:33:16",2539.0,2,ahmed55
100,16711752,"Atakan Aldemir","2026-09-02 10:09:31",2536.2,2,atakanaldemir
101,16731678,ShadowT_T,"2026-09-01 21:18:29",2531.9,2,shadowtt
102,16677568,yarneo,"2026-09-02 07:09:06",2531.7,2,yarneo
103,16667604,L7n,"2026-09-02 13:38:27",2529.4,2,znwe342
104,16730761,ElephtAI,"2026-09-02 10:06:23",2527.4,2,yuchengj
105,16780279,"N Divij","2026-09-02 07:51:59",2526.2,2,divijio
106,16707915,MGöksu,"2026-09-01 15:00:15",2522.3,2,mgoksu
107,16659920,vkhydras,"2026-09-01 08:06:06",2520.8,2,vickimar
108,16799934,auhulu,"2026-09-02 10:32:59",2518.6,2,auhulu
109,16720316,"Hưng Trần","2026-09-02 12:02:27",2509.9,2,hungtrabiz
110,16671017,"Pablo César Ruíz","2026-09-01 11:36:39",2508.3,2,pcruiher08
111,16630752,motemen,"2026-09-02 07:49:42",2508.1,2,motemen
112,16632593,skomuro,"2026-09-01 12:43:55",2507.9,2,skomuro
113,16716475,"dong & shen","2026-09-02 07:08:31",2501.4,2,"dongcookies,muyouqian4"
114,16790091,ChengxuGu,"2026-08-30 12:52:07",2500.6,2,chengxugu
115,16743392,tellurium_rrr,"2026-09-02 06:01:27",2498.3,2,telluriumrrr
116,16623458,datnt114,"2026-09-02 13:27:52",2497.5,2,kingkong153
117,16665233,"Akash Deep","2026-09-02 08:50:29",2497.0,2,akashdeepo
118,16637987,Xander,"2026-09-02 11:43:33",2496.6,2,canqiang
119,16734979,NiuLAI,"2026-09-02 08:00:03",2492.2,2,"chunsingyu,chunyinhui,jaminmei"
120,16727171,yfy,"2026-09-01 19:30:22",2490.3,2,qwidndbdjss
121,16740996,ikevayansky,"2026-08-31 21:19:03",2490.2,2,ikevayansky
122,16783173,"Michael Shihong Zhang","2026-09-01 20:05:26",2489.0,2,"excelexx,festyve"
123,16698688,JeremiahMannings,"2026-09-02 05:55:35",2488.8,2,jmannings
124,16802039,"Anna Currie","2026-09-01 17:53:02",2487.5,2,hcnfgxsghvbkhbty
125,16655190,"Will Rice","2026-09-02 08:03:17",2487.5,2,willrice
126,16786102,"Anay Garodia","2026-09-02 07:51:17",2487.4,2,anaygarodia
127,16784056,"anh nông dân may mắn","2026-09-02 12:05:29",2486.9,2,nguyen1tri
128,16797251,"Nguyễn Mạnh Niên","2026-09-02 06:19:44",2486.0,2,jacobrichard312
129,16805370,"Gaiar Baimuratov","2026-09-02 09:36:52",2485.5,2,baimuratov
130,16731686,SaiKushal185,"2026-09-01 17:14:31",2485.5,2,saikushal185
131,16665134,edteoh,"2026-09-02 08:51:18",2483.8,2,edteoh
132,16786517,"TongYi Hong_HENU","2026-09-01 06:00:20",2483.5,2,"hongtongyi,lizhe125,ypeng1234"
133,16634704,"Maham Haroon","2026-09-01 16:43:40",2481.1,2,mahamhc
134,16701258,ln,"2026-09-01 19:08:51",2479.2,2,nazarov
135,16670948,wally0593,"2026-09-02 08:31:29",2479.0,2,wally0593
136,16719123,"Thomas Tschinkel","2026-09-02 11:20:56",2478.6,2,thomastschinkel
137,16634149,"Hozuma ITOBAYASHI","2026-08-31 22:48:33",2478.4,2,hozumaitobayashi
138,16734551,"junseok lee","2026-09-02 04:04:01",2476.8,2,jaslee2
139,16710499,sukeke,"2026-09-02 08:08:46",2474.2,2,sukeke
140,16773964,trung,"2026-09-02 04:17:34",2473.5,2,trung2006
141,16768236,Baligh,"2026-09-01 11:15:18",2472.6,2,balighmehrez
142,16769836,weense,"2026-09-02 13:37:52",2470.1,2,weense
143,16796937,Alan,"2026-09-02 11:40:01",2464.4,2,amunsentom
144,16685634,"Syed Asad Ali","2026-09-02 07:56:48",2464.1,2,syed3000
145,16705390,"Subramanya N","2026-08-25 16:45:45",2464.0,2,subramanya1997
146,16773041,Lixin73,"2026-09-01 08:42:09",2463.4,2,lixin73
147,16635351,AAAMIKASA,"2026-09-01 14:07:27",2463.3,2,aaamikasa
148,16658343,aisamhottman,"2026-09-02 07:19:21",2461.6,2,heuingttiang
149,16731415,BOB,"2026-09-02 04:44:03",2459.6,2,hotpotbro
150,16732578,nao.kwmr,"2026-09-02 01:01:01",2456.5,2,naokwmr
151,16691270,"Piyal Chowdhury","2026-09-02 10:42:52",2456.5,2,piyalchowdhury
152,16730707,"James Michael","2026-09-02 12:46:20",2455.8,2,ingenio
153,16733766,Paarthpowa,"2026-09-02 07:47:39",2455.0,2,paarthpowa
154,16718033,TheMightiestMan,"2026-09-01 14:13:04",2454.3,2,themightiestman
155,16785483,xiongrui666,"2026-09-02 00:53:16",2451.3,2,xiongrui666
156,16636079,"Pawan Rama Mali","2026-09-02 12:19:02",2451.3,2,pawanmali
157,16696999,"HD h Joratos","2026-09-02 13:21:21",2446.6,2,hdhjoratos
158,16736427,KouFu,"2026-09-02 09:58:52",2444.0,2,kouheif
159,16784561,"Rodrigo Ramón","2026-08-31 14:28:55",2441.3,2,rodrigoramn
160,16656776,ShaoCharles,"2026-09-02 06:49:25",2440.7,2,shaocharles
161,16681744,team_fn,"2026-09-02 08:29:02",2440.3,2,fjklmn
162,16790432,"Field General","2026-09-01 01:53:02",2440.0,2,kevinarvai
163,16762957,邪悪な暁山瑞希、ジャガイモを量産してフライドポテト市場を独占,"2026-09-01 17:04:35",2436.9,2,yinzimike
164,16806195,unreal,"2026-09-02 12:35:10",2436.6,2,gauravgs1007
165,16768385,neibyr,"2026-09-02 07:55:29",2436.1,2,neibyr
166,16684045,zekenoe,"2026-09-02 06:47:21",2435.5,2,"yizhewong,zekenos"
167,16674102,没落者,"2026-09-01 16:03:45",2433.6,2,needless090
168,16783721,"LI Mufeng","2026-09-02 03:44:42",2432.7,2,"alkaidchen,limufeng"
169,16732878,modelcollapse,"2026-09-01 10:23:20",2432.0,2,modelcollapse
170,16749205,"Wish Coding Guy","2026-09-02 10:33:15",2430.8,2,tommycyd
171,16799832,"Maman Salto","2026-09-02 06:33:51",2429.0,2,saddamaditya
172,16696743,"wennan cao","2026-09-02 00:34:12",2428.4,2,wennancao
173,16633340,"Tim Zagrebelny","2026-09-02 10:23:31",2427.9,2,timzagrebelny
174,16792109,rogerrogerroger3r,"2026-09-01 10:06:36",2427.0,2,rogerrogerroger3r
175,16655912,sssskilo,"2026-09-01 23:48:09",2426.0,2,wellkilo
176,16659550,"Sai Syam","2026-09-01 06:56:47",2426.0,2,saisyam
177,16692845,"Yassine Ben Zekri","2026-09-01 12:05:28",2425.5,2,yassinebenzekri
178,16745569,kitchs,"2026-09-02 11:32:08",2424.5,2,kitchs
179,16742684,Inzilbêth,"2026-09-02 07:21:30",2422.6,2,inzilbth
180,16654158,"Md. Hamid Hosen","2026-09-01 08:31:35",2421.5,2,"esfersami50,foysalemonshanto,hosen42"
181,16699741,Tom3,"2026-09-01 19:55:33",2421.4,2,tomohiroaz
182,16740405,ibyyue,"2026-09-02 02:57:01",2420.9,2,ibyyue
183,16802322,HongchenDai,"2026-09-01 10:08:03",2420.8,2,hongchendai
184,16624921,"sky machine","2026-09-01 03:15:04",2420.3,2,"gunhcolab,hweowe"
185,16722705,我的AI是豆包,"2026-09-02 10:24:44",2419.9,2,"carrotliang,haoxuanjng,kaoqiangzhang,rainhuang0220"
186,16714134,"Raul Tinajero","2026-09-01 06:37:03",2419.2,2,raultinajeroo
187,16656496,"Vaibhav Gupta","2026-08-31 13:38:56",2418.9,2,vaihero
188,16665829,Shadowfishes,"2026-09-02 00:51:49",2418.6,2,"boandme,ronitagarwal1,shauryasahdev2"
189,16709176,Efnutrrionpy,"2026-09-01 22:41:29",2417.5,2,efnutrrionpy
190,16768104,"Ivan Aleksandrov","2026-09-01 22:41:16",2417.4,2,ivanblch
191,16670879,"old macdonald","2026-09-01 15:55:31",2417.2,2,djschmit
192,16740851,Zefirrr,"2026-09-01 16:46:15",2416.5,2,zefirrrr
193,16663264,Adarsh,"2026-09-01 13:51:29",2413.9,2,madarshbb
194,16738852,ZJUwlm,"2026-09-01 02:44:23",2412.0,2,zjuwlm
195,16632423,goh,"2026-09-02 03:27:12",2411.5,2,bungohatayama
196,16707144,Kirderf,"2026-09-02 12:06:43",2410.8,2,kirderf
197,16663783,WBF_USA_NYC,"2026-09-01 15:42:41",2410.7,2,wbfranci
198,16627600,"NiA Farms","2026-09-01 20:26:24",2410.7,2,"adriaft,natliablascoandreo"
199,16730675,"SOUTA Sakurai","2026-09-02 12:59:35",2409.0,2,soutasakurai
200,16797063,Nianhua1,"2026-09-02 06:48:12",2405.3,2,nianhua1
201,16763375,Alex75,"2026-09-01 19:06:00",2405.3,2,alexmartinez75
202,16711398,Claude我崇拜你啊,"2026-09-02 10:09:09",2405.0,1,chenxizhao21
203,16737237,"Ayodeji Adesegun","2026-09-02 12:09:57",2405.0,2,ayodejiadesegun
204,16623877,Chikuwabu,"2026-09-02 10:56:07",2404.0,2,prgckwb
205,16732292,takaygiiiiiiii,"2026-09-01 23:31:46",2402.7,2,takaygiiiiiiii
206,16722995,July,"2026-09-02 09:58:07",2402.2,2,julyzseven
207,16628951,"Hiro Nomo","2026-09-02 12:05:55",2401.9,2,morinokuma3
208,16626191,"kevin park","2026-09-01 17:57:55",2401.3,2,k3v1npark
209,16791924,magu1234,"2026-09-01 06:35:21",2400.6,2,magu1234
210,16743858,kawauso9n,"2026-09-02 11:17:49",2400.4,2,kawauso9n
211,16743639,Hanserong,"2026-09-02 10:05:46",2398.8,2,"ronghedragon,rufus666"
212,16775286,DanilAbdullin,"2026-09-02 05:42:51",2397.8,2,danilabdullin
213,16663247,Ak,"2026-09-01 10:35:43",2396.8,2,abisheksrivastav
214,16641138,"Bharath Varma","2026-09-01 10:05:09",2396.4,2,bharath111l
215,16634179,daoviet,"2026-09-01 04:19:33",2395.2,2,daoviet
216,16738822,shakedamo0w0,"2026-09-01 18:52:50",2395.0,2,shakedamo0w0
217,16634312,"Linh Le","2026-09-01 14:42:47",2394.9,2,linhlethuy
218,16806053,hisatarosu,"2026-09-02 03:04:34",2393.9,2,tomako4390
219,16664969,"wuliao luis","2026-09-02 10:17:30",2392.6,2,wuliaoluis
220,16662833,"umair zia","2026-09-02 03:25:54",2392.3,2,aimerscoding
221,16654403,"Skibidi Six Seven","2026-09-01 21:28:31",2388.9,2,iam4722202468
222,16727544,"Mostafa H","2026-09-01 10:03:53",2388.0,2,mostafahaghiri68
223,16751152,"Andrew Reed","2026-09-02 12:13:25",2387.8,2,andrewreed
224,16806006,2,"2026-09-02 08:48:35",2386.8,2,smallvv
225,16725899,Zhenghongshuang,"2026-09-02 01:44:40",2385.7,2,zhenghongshuang
226,16794730,Fanch,"2026-09-02 09:04:33",2385.5,2,fanch123
227,16661607,choqui62,"2026-09-01 13:56:18",2385.3,2,choqui62
228,16670384,"Gordeev Max","2026-09-02 06:22:58",2385.0,2,gordeevmax
229,16713281,SirShifu,"2026-08-31 09:19:51",2384.7,2,sirshifu
230,16669490,hinemos,"2026-09-02 00:49:03",2383.7,2,hinemos
231,16688896,"JianYuan Deng","2026-09-01 11:14:38",2383.6,2,jianyuandeng
232,16635067,"Berat Egemen Gök","2026-09-02 06:10:06",2383.1,2,berategemengk
233,16721501,αίνιγμα,"2026-09-01 18:22:08",2381.9,2,"muditnagori09,shahidnadaf001"
234,16741096,"Yohanes Lengkong","2026-09-01 11:41:31",2381.7,2,yohanesfc
235,16681405,"Yusuke Hayashi","2026-09-02 13:18:24",2379.6,2,yhay81
236,16644481,Liquidus,"2026-09-02 01:29:04",2379.2,2,liquidus
237,16735353,我是刘大聪,"2026-09-01 20:44:08",2379.1,2,smartorz
238,16633226,test_money,"2026-09-01 03:56:40",2378.4,2,michaelsemenoff
239,16717794,souldrive,"2026-09-01 00:28:30",2378.2,2,souldrive
240,16763669,cm391,"2026-09-01 13:00:53",2378.2,2,mccocoful
241,16635745,DataRockstar,"2026-09-02 09:55:14",2377.2,2,"amaropeter,jvlegend"
242,16637255,"Peter Parker","2026-09-02 06:26:58",2376.4,2,superallen001
243,16743647,bono,"2026-09-02 10:13:33",2376.2,2,kjoonha
244,16741819,"Paritosh Kumar Tripathi","2026-08-31 17:24:32",2375.8,2,paritoshtripathi5
245,16630804,"Emre Cirak","2026-09-01 07:49:27",2373.8,2,biohack44
246,16670276,"Egor Trushin","2026-09-01 22:05:01",2373.7,2,egortrushin
247,16679688,"Sathwik Chinthakayala","2026-09-02 12:19:01",2373.6,2,sathwikchinthakayala
248,16774727,"Dannya AbdulHadi","2026-09-02 06:00:08",2372.4,2,dannyaabdulhadi
249,16676885,"Riva Kajangu","2026-09-02 03:42:28",2371.5,2,rivakajangu
250,16802630,takotakosan,"2026-09-02 02:49:46",2371.0,2,takotakosan
251,16652710,Ryutogrrr,"2026-09-01 08:02:58",2369.7,2,ryutogrrr
252,16734803,guoziyi123456,"2026-09-01 02:05:21",2369.0,2,"ax1lec,guoziyi123456,linhexlu,xuanzhechen"
253,16626462,mango,"2026-09-02 00:56:25",2368.6,2,mango789
254,16661118,"Sirui Zeng","2026-09-02 13:36:34",2367.3,2,siruizeng
255,16639625,"Dr Chandrasen Pandey","2026-09-01 03:02:40",2367.0,2,devchandra
256,16623488,"Kevin E R MILLE","2026-09-02 05:54:32",2366.7,2,kevinermille
257,16630675,"Lucien de Rubempre","2026-08-30 17:20:05",2366.4,2,lucienderubempre
258,16753567,Davics,"2026-09-02 03:13:14",2366.3,2,davics
259,16705659,"srijan k.r keshri","2026-09-02 06:15:51",2364.4,2,srijankrkeshri
260,16731194,"Neglected Turtle","2026-09-02 12:50:15",2363.6,2,pleaselike
261,16658300,"Thành Toàn Vương","2026-09-01 13:22:01",2363.2,2,thnhtonvng
262,16746599,Borrun,"2026-09-01 18:13:09",2362.8,2,borrun
263,16632245,u,"2026-09-02 00:45:30",2362.3,2,"apostoloskontarinis,curbotron13,halzweiman,josephmcgonaglebrown,shreyanshpoddar"
264,16740010,"Kobe BRYANT","2026-09-01 17:52:13",2361.9,2,kobebryantjohn
265,16730223,Ojaswy,"2026-09-01 22:11:59",2360.0,2,ojaswy
266,16733851,tangaii,"2026-09-02 09:31:11",2359.7,2,tangai1
267,16623635,HiroyukiSasaki,"2026-09-02 06:29:45",2359.0,2,hiroyukisasaki815
268,16752740,BorisV,"2026-09-02 12:19:20",2356.4,2,bvoskresenskii
269,16662492,"Lester Leong","2026-09-01 09:17:42",2355.9,2,lesterleong
270,16673303,"Samuel Sundararaman ","2026-09-02 06:16:43",2355.7,2,neopok919
271,16674174,"Ramesh Arvind","2026-08-31 03:25:39",2355.4,2,rameshln
272,16738503,dddmd,"2026-09-01 14:31:12",2355.3,2,dddmdd
273,16693965,ra5anchor,"2026-09-01 12:12:05",2355.2,2,junmitsui
274,16622420,RuiFSPinto,"2026-09-01 19:46:40",2354.5,2,ruifspinto
275,16651695,"Abnormal Guys","2026-09-02 13:25:42",2354.2,2,"gwey1025,koushikrudra"
276,16674385,"qr farm","2026-09-02 12:12:24",2353.2,2,qrz1201
277,16702975,RicardoLópez,"2026-09-01 14:59:08",2352.2,2,richi2489
278,16630548,"YJ Wee 2807","2026-09-02 09:20:04",2351.9,2,yjwee2807
279,16626093,"Pilkwang Kim","2026-09-02 09:00:59",2351.5,2,pilkwang
280,16763505,"Sai Reddy Pothireddy","2026-09-01 18:23:06",2348.6,2,saireddypothireddy
281,16658677,大山,"2026-09-01 23:51:08",2346.9,2,mapodoufu
282,16637546,Forrest,"2026-09-01 09:53:41",2345.9,2,yinxiaogang
283,16684748,"nailong alpha","2026-09-02 04:15:02",2345.6,2,"dejavucry,weiyun22021,yoruet"
284,16775474,ERS,"2026-09-01 11:18:15",2345.6,2,shingo257
285,16659957,"Jaydon J P","2026-09-02 04:45:33",2344.8,2,jaydonjp
286,16806394,Flowers,"2026-09-02 04:03:16",2343.8,1,oliver34
287,16789946,"Oriol Pi Morell","2026-09-02 04:01:41",2343.6,2,oriolpi
288,16716821,めめっち,"2026-09-02 12:21:28",2342.8,2,mechi22
289,16636536,tetsu2131,"2026-09-01 13:46:29",2341.2,2,tetsutani
290,16623398,"Kaggle Agent","2026-09-02 13:26:34",2340.0,2,"jiweiliu,tonylica"
291,16718480,PLReddy23,"2026-09-01 12:43:11",2338.5,2,plreddy23
292,16734715,史永刚,"2026-09-02 06:35:46",2335.3,2,shizehao
293,16627032,"Kaito Fukami","2026-09-02 08:23:15",2334.6,2,kaitofukami
294,16740815,Remielle,"2026-09-02 06:56:30",2332.9,2,remielle
295,16736124,GIN,"2026-09-01 10:01:59",2331.2,2,runjinzhang
296,16661708,"Stanley Honkpehedji","2026-09-01 23:02:42",2330.5,2,stanleyhonkpehedji
297,16783459,LKQ669,"2026-09-01 16:35:10",2328.7,2,lkq669
298,16688217,"The Grower","2026-09-01 15:35:50",2328.3,2,vigneshsankar1962
299,16741500,weichy7,"2026-09-02 07:15:59",2327.3,2,weichy7
300,16656432,"CornHub Premium","2026-09-01 22:19:59",2326.9,2,nihilisticneuralnet
301,16795853,GaoKui,"2026-09-01 06:25:53",2325.6,2,gaokui
302,16732221,ringbearer,"2026-08-30 09:45:04",2325.3,2,mehmetbarankrat
303,16681927,"Dariush Afshar","2026-09-01 23:50:46",2325.0,2,dariushafshar
304,16754112,"rhythm master","2026-09-02 02:01:23",2323.5,2,lukaswong
305,16697893,YWehbe,"2026-09-02 07:09:03",2322.3,2,youssefwehbe
306,16746025,Hamachi,"2026-09-02 10:16:19",2322.2,2,hamatz
307,16764605,"Bandito Gangesterito","2026-09-02 07:29:14",2321.8,2,"mrtrueteller,restovrator"
308,16697767,"Teddy Tennant","2026-09-02 12:34:58",2321.0,2,thtennant
309,16622198,"THUNDER THUNDER","2026-09-01 12:42:15",2320.4,2,thunderthunder
310,16775242,"Timothee Henry","2026-09-02 01:46:56",2320.3,2,timhenry
311,16722888,GarrieD,"2026-09-01 22:30:01",2318.2,2,garried
312,16623974,Canon,"2026-09-02 02:35:38",2317.8,2,sotakurihara1
313,16795798,"Refrain 1","2026-09-01 09:36:19",2316.9,2,"chisatoy,refrain1"
314,16797154,"Elvern Neylmav Tanny","2026-09-02 05:06:41",2316.7,2,elvernneylmavtanny
315,16674919,yukiZ,"2026-09-02 00:40:52",2315.7,2,hideyukizushi
316,16655789,"wen chong yu","2026-09-02 03:00:11",2315.1,2,wenchongyu
317,16802410,"Aleksandr  Larko","2026-09-02 13:34:26",2312.3,2,alexxanderlarko
318,16645426,Jun_value,"2026-09-02 01:41:13",2311.8,2,junvalue
319,16635062,DL,"2026-09-01 15:45:44",2309.6,2,distiller
320,16683936,Cyrus,"2026-09-01 17:14:17",2309.5,2,jamalsaeedi
321,16692185,"Xu Suyi","2026-09-01 11:32:05",2308.1,2,xuyuhaosuyi
322,16668157,"vineet dairashri","2026-09-01 17:46:14",2307.2,2,vineetdairashri
323,16642570,"Mathurin Ache","2026-09-02 06:17:18",2305.3,2,mathurinache
324,16624040,kumk,"2026-09-02 11:26:15",2305.2,2,kknagoya
325,16804859,DevashishSoni123,"2026-09-02 08:18:03",2305.0,2,devashishsoni123
326,16802745,"Fuat Çakıcı","2026-09-02 12:04:20",2303.8,2,fuatcakiicii
